"24.09.2023 13:40:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:14 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:14 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:14 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:15 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:15 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:15 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:15 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:15 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:16 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:17 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:18 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:18 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:18 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:18 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:18 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:19 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:19 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:19 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:19 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:19 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:20 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:20 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:20 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:20 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:20 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:21 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:21 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:23 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:24 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:24 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:24 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:25 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:25 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:25 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:25 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:26 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:27 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:27 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:27 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:29 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:29 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:29 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:29 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:29 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:30 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:31 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:31 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:32 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:32 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:33 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:33 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:33 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:33 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:33 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:34 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:34 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:34 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:34 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:34 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:35 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:35 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:35 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:36 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:36 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:36 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:47:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
